Timestamp,C_Gaze,Env,C_Movement,
0.000000,tablet,alone,stationary,
0.041667,tablet,alone,stationary,
0.083333,tablet,alone,stationary,
0.125000,tablet,alone,stationary,
0.166667,tablet,alone,stationary,
0.208333,tablet,alone,stationary,
0.250000,tablet,alone,stationary,
0.291667,tablet,alone,stationary,
0.333333,tablet,alone,stationary,
0.375000,tablet,alone,stationary,
0.416667,tablet,alone,stationary,
0.458333,tablet,alone,stationary,
0.500000,tablet,alone,stationary,
0.541667,tablet,alone,stationary,
0.583333,tablet,alone,stationary,
0.625000,tablet,alone,stationary,
0.666667,tablet,alone,stationary,
0.708333,tablet,alone,stationary,
0.750000,tablet,alone,stationary,
0.791667,tablet,alone,stationary,
0.833333,tablet,alone,stationary,
0.875000,tablet,alone,stationary,
0.916667,tablet,alone,stationary,
0.958333,tablet,alone,stationary,
1.000000,tablet,alone,stationary,
1.041667,tablet,alone,stationary,
1.083333,tablet,alone,stationary,
1.125000,tablet,alone,stationary,
1.166667,tablet,alone,stationary,
1.208333,tablet,alone,stationary,
1.250000,tablet,alone,stationary,
1.291667,tablet,alone,stationary,
1.333333,tablet,alone,stationary,
1.375000,tablet,alone,stationary,
1.416667,tablet,alone,stationary,
1.458333,tablet,alone,stationary,
1.500000,tablet,alone,stationary,
1.541667,tablet,alone,stationary,
1.583333,tablet,alone,stationary,
1.625000,tablet,alone,stationary,
1.666667,tablet,alone,stationary,
1.708333,tablet,alone,stationary,
1.750000,tablet,alone,stationary,
1.791667,tablet,alone,stationary,
1.833333,tablet,alone,stationary,
1.875000,tablet,alone,stationary,
1.916667,tablet,alone,stationary,
1.958333,tablet,alone,stationary,
2.000000,tablet,alone,stationary,
2.041667,tablet,alone,stationary,
2.083333,tablet,alone,stationary,
2.125000,tablet,alone,stationary,
2.166667,tablet,alone,stationary,
2.208333,tablet,alone,stationary,
2.250000,tablet,alone,stationary,
2.291667,tablet,alone,stationary,
2.333333,tablet,alone,stationary,
2.375000,tablet,alone,stationary,
2.416667,tablet,alone,stationary,
2.458333,tablet,alone,stationary,
2.500000,tablet,alone,stationary,
2.541667,tablet,alone,stationary,
2.583333,tablet,alone,stationary,
2.625000,tablet,alone,stationary,
2.666667,tablet,alone,stationary,
2.708333,tablet,alone,stationary,
2.750000,tablet,alone,stationary,
2.791667,tablet,alone,stationary,
2.833333,tablet,alone,stationary,
2.875000,tablet,alone,stationary,
2.916667,tablet,alone,stationary,
2.958333,tablet,alone,stationary,
3.000000,tablet,alone,stationary,
3.041667,tablet,alone,stationary,
3.083333,tablet,alone,stationary,
3.125000,tablet,alone,stationary,
3.166667,tablet,alone,stationary,
3.208333,tablet,alone,stationary,
3.250000,tablet,alone,stationary,
3.291667,tablet,alone,stationary,
3.333333,tablet,alone,stationary,
3.375000,tablet,alone,stationary,
3.416667,tablet,alone,stationary,
3.458333,tablet,alone,stationary,
3.500000,tablet,alone,stationary,
3.541667,tablet,alone,stationary,
3.583333,tablet,alone,stationary,
3.625000,tablet,alone,stationary,
3.666667,tablet,alone,stationary,
3.708333,tablet,alone,stationary,
3.750000,tablet,alone,stationary,
3.791667,tablet,alone,stationary,
3.833333,tablet,alone,stationary,
3.875000,tablet,alone,stationary,
3.916667,tablet,alone,stationary,
3.958333,tablet,alone,stationary,
4.000000,tablet,alone,stationary,
4.041667,tablet,alone,stationary,
4.083333,tablet,alone,stationary,
4.125000,tablet,alone,stationary,
4.166667,tablet,alone,stationary,
4.208333,tablet,alone,stationary,
4.250000,tablet,alone,stationary,
4.291667,tablet,alone,stationary,
4.333333,tablet,alone,stationary,
4.375000,tablet,alone,stationary,
4.416667,tablet,alone,stationary,
4.458333,tablet,alone,stationary,
4.500000,tablet,alone,stationary,
4.541667,tablet,alone,stationary,
4.583333,tablet,alone,stationary,
4.625000,tablet,alone,stationary,
4.666667,tablet,alone,stationary,
4.708333,tablet,alone,stationary,
4.750000,tablet,alone,stationary,
4.791667,tablet,alone,stationary,
4.833333,tablet,alone,stationary,
4.875000,tablet,alone,stationary,
4.916667,tablet,alone,stationary,
4.958333,tablet,alone,stationary,
5.000000,tablet,alone,stationary,
5.041667,tablet,alone,stationary,
5.083333,tablet,alone,stationary,
5.125000,tablet,alone,stationary,
5.166667,tablet,alone,stationary,
5.208333,tablet,alone,stationary,
5.250000,tablet,alone,stationary,
5.291667,tablet,alone,stationary,
5.333333,tablet,alone,stationary,
5.375000,tablet,alone,stationary,
5.416667,tablet,alone,stationary,
5.458333,tablet,alone,stationary,
5.500000,tablet,alone,stationary,
5.541667,tablet,alone,stationary,
5.583333,tablet,alone,stationary,
5.625000,tablet,alone,stationary,
5.666667,tablet,alone,stationary,
5.708333,tablet,alone,stationary,
5.750000,tablet,alone,stationary,
5.791667,tablet,alone,stationary,
5.833333,tablet,alone,stationary,
5.875000,tablet,alone,stationary,
5.916667,tablet,alone,stationary,
5.958333,tablet,alone,stationary,
6.000000,tablet,alone,stationary,
6.041667,tablet,alone,stationary,
6.083333,tablet,alone,stationary,
6.125000,tablet,alone,stationary,
6.166667,tablet,alone,stationary,
6.208333,tablet,alone,stationary,
6.250000,tablet,alone,stationary,
6.291667,tablet,alone,stationary,
6.333333,tablet,alone,stationary,
6.375000,tablet,alone,stationary,
6.416667,tablet,alone,stationary,
6.458333,tablet,alone,stationary,
6.500000,tablet,alone,stationary,
6.541667,tablet,alone,stationary,
6.583333,tablet,alone,stationary,
6.625000,tablet,alone,stationary,
6.666667,tablet,alone,stationary,
6.708333,tablet,alone,stationary,
6.750000,tablet,alone,stationary,
6.791667,tablet,alone,stationary,
6.833333,tablet,alone,stationary,
6.875000,tablet,alone,stationary,
6.916667,tablet,alone,stationary,
6.958333,tablet,alone,stationary,
7.000000,tablet,alone,stationary,
7.041667,tablet,alone,stationary,
7.083333,tablet,alone,stationary,
7.125000,tablet,alone,stationary,
7.166667,tablet,alone,stationary,
7.208333,tablet,alone,stationary,
7.250000,tablet,alone,stationary,
7.291667,tablet,alone,stationary,
7.333333,tablet,alone,stationary,
7.375000,tablet,alone,stationary,
7.416667,tablet,alone,stationary,
7.458333,tablet,alone,stationary,
7.500000,tablet,alone,stationary,
7.541667,tablet,alone,stationary,
7.583333,tablet,alone,stationary,
7.625000,tablet,alone,stationary,
7.666667,tablet,alone,stationary,
7.708333,tablet,alone,stationary,
7.750000,tablet,alone,stationary,
7.791667,tablet,alone,stationary,
7.833333,tablet,alone,stationary,
7.875000,tablet,alone,stationary,
7.916667,tablet,alone,stationary,
7.958333,tablet,alone,stationary,
8.000000,tablet,alone,stationary,
8.041667,tablet,alone,stationary,
8.083333,tablet,alone,stationary,
8.125000,tablet,alone,stationary,
8.166667,tablet,alone,stationary,
8.208333,tablet,alone,stationary,
8.250000,tablet,alone,stationary,
8.291667,tablet,alone,stationary,
8.333333,tablet,alone,stationary,
8.375000,tablet,alone,stationary,
8.416667,tablet,alone,stationary,
8.458333,tablet,alone,stationary,
8.500000,tablet,alone,stationary,
8.541667,tablet,alone,stationary,
8.583333,tablet,alone,stationary,
8.625000,tablet,alone,stationary,
8.666667,tablet,alone,stationary,
8.708333,tablet,alone,stationary,
8.750000,tablet,alone,stationary,
8.791667,tablet,alone,stationary,
8.833333,tablet,alone,stationary,
8.875000,tablet,alone,stationary,
8.916667,tablet,alone,stationary,
8.958333,tablet,alone,stationary,
9.000000,tablet,alone,stationary,
9.041667,tablet,alone,stationary,
9.083333,tablet,alone,stationary,
9.125000,tablet,alone,stationary,
9.166667,tablet,alone,stationary,
9.208333,tablet,alone,stationary,
9.250000,tablet,alone,stationary,
9.291667,tablet,alone,stationary,
9.333333,tablet,alone,stationary,
9.375000,tablet,alone,stationary,
9.416667,tablet,alone,stationary,
9.458333,tablet,alone,stationary,
